RESPONSE,ANNUAL_INCOME,SMART_BANKING,NUM_DEBITS_MTD,LOAN,LOAN_TO_VALUE_RATIO,MORTGAGE_AGE,OCC_PROF,AGE_PRIMARY,BUYING_POWER,OWN_CAR,USE_CREDIT_CARD,CONSUMER_FINANCING,EDUCATION_LEVEL,MEAN_PROPERTY_VALUE,SPENDABILITY_INDEX,PHIGH,PMASS,SAVINGS_ACCTN,TEASER_RATE,OWCUSTID,CLUSTERID
0,,0,47.64,,,,0,10,9,N,Y,N,L,1,L,0,0,0,9.35,2000000000,1
0,356,0,-267.8,,,,,15,9,N,Y,N,L,1,L,0,0,0,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,,,,3.95,2000000000,1
0,125,0,15.79,,,,0,16,9,N,Y,Y,L,1,L,0,0,0,3.99,2000000000,1
0,379,0,,,0.5,5,15,5,,N,Y,N,M,0,,0,0,0,3.99,2000000000,1
0,384,1,,,,,,22,7,,,,L,0,,0,0,1,3.99,2000000000,1
0,939,0,,,,,,11,8,,,,L,0,,0,0,0,3.99,2000000000,1
0,256,0,,,,,,6,9,,Y,N,L,1,,0,1,1,10.1,2000000000,1
0,271,0,1,,,,,21,7,N,,,L,0,,0,0,0,3.99,2000000000,1
0,716,0,,,0.5216,3,0,15,6,N,Y,N,L,0,H,0,0,1,10.1,2000000000,1
0,716,0,,,0.5216,3,0,15,6,N,Y,N,L,0,H,0,0,1,3.99,2000000000,1
0,300,0,-33.27,,,,,18,9,N,,,L,0,,0,0,1,9.35,2000000000,1
1,365,0,12.94,,0,20,16,9,,N,,N,L,1,,0,0,0,3.99,2000000000,1
0,,0,,,,,,22,10,,Y,N,H,0,,0,0,0,10.1,2000000000,1
0,247,0,37.69,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,247,0,37.69,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,,0,,,,,,15,9,N,Y,,L,1,,0,0,0,3.99,2000000000,1
0,458,0,-68.15,,,,,15,9,N,Y,,L,1,,0,0,1,3.99,2000000000,1
1,,0,-640.9,,,,,7,9,N,,N,L,1,,0,1,1,9.35,2000000000,1
0,504,0,-49.81,,,,,21,9,N,Y,,L,1,,0,0,0,3.99,2000000000,1
0,,0,,,,,0,19,10,,Y,N,H,0,L,0,0,0,3.99,2000000000,1
0,348,0,478.8,,,,,9,10,N,,N,H,0,,0,0,0,9.35,2000000000,1
0,500,0,,,,,,,,,,,,,,0,1,0,9.35,2000000000,1
0,294,0,53.21,,,,,13,9,N,Y,N,L,0,,0,0,0,9.35,2000000000,1
0,542,0,,,,,,13,5,,Y,Y,M,0,,0,1,1,9.35,2000000000,1
0,495,0,,,,,0,18,10,N,Y,N,H,0,L,1,0,1,10.1,2000000000,3
0,331,0,,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,1688,0,,,,,,14,10,,Y,N,H,0,,0,0,0,9.35,2000000000,1
0,1688,0,128.4,,,,,14,10,,Y,N,H,0,,0,0,0,9.35,2000000000,1
0,396,0,,,,,,,,,,,,,,0,0,0,5.9,2000000000,1
0,396,0,,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,258,0,89.04,,0.32,9,,19,6,,,,M,0,,0,0,0,9.35,2000000000,1
0,150,0,,,,,,14,8,,,N,L,0,,0,0,0,3.99,2000000000,1
0,828,0,,,,,,18,6,N,,Y,L,0,M,1,0,1,9.35,2000000000,3
1,192,0,-127.8,,0.607,5,,4,5,N,,Y,M,0,H,0,0,1,3.99,2000000000,1
0,744,0,,,,,,,,,,,,,,0,1,1,9.35,2000000000,1
0,775,1,261.4,,,,0,18,7,N,Y,N,L,0,M,0,0,1,3.99,2000000000,1
0,,0,,,,,,5,10,,,,H,0,,0,0,0,9.35,2000000000,1
0,513,1,-89.3,,,,,16,9,,,,L,1,,0,0,1,3.99,2000000000,1
0,513,1,,,,,,16,9,,,,L,1,,0,0,0,3.99,2000000000,1
0,456,1,-133.7,,0.4444,4,,,,,,,,,,0,1,0,5.9,2000000000,1
0,306,0,,,,,,15,9,N,,,L,1,,0,1,1,9.35,2000000000,1
0,312,1,47.05,,,,,8,10,,,,H,0,,0,0,1,3.99,2000000000,1
0,564,0,-30.53,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,,0,-103.2,,,,,,,,,,,,,,,,9.35,2000000000,3
1,312,0,,,0.6804,1,,10,7,N,,N,L,0,,0,1,0,9.35,2000000000,1
1,312,0,28.28,,,,,10,7,N,,N,L,0,,0,1,0,9.35,2000000000,1
0,625,0,,,,,0,14,5,N,Y,N,M,0,L,0,0,1,3.99,2000000000,1
0,280,1,182.3,,,,,18,5,N,Y,N,M,0,H,0,0,0,10.1,2000000000,1
0,280,1,182.3,,,,,18,5,N,Y,N,M,0,H,0,0,0,3.99,2000000000,1
1,865,0,28.65,,0.6471,5,,,,,,,,,,0,1,1,9.35,2000000000,1
0,504,0,197.5,,0.5502,9,0,17,9,N,Y,N,L,1,M,0,1,0,9.35,2000000000,1
0,156,0,,,0.5269,6,0,21,9,N,Y,,L,0,,0,0,0,3.99,2000000000,1
1,865,0,,,,,,,,,,,,,,0,1,1,9.35,2000000000,1
0,294,0,0.22,,,,,4,9,N,,,L,1,,0,0,0,9.35,2000000000,1
0,294,0,0.22,,,,,4,9,N,,,L,1,,0,0,0,3.99,2000000000,1
0,600,0,,,,,,,,,,,,,,0,0,1,9.35,2000000000,1
0,414,0,-68.13,,0.2588,16,,19,9,N,,N,L,1,L,0,0,0,3.99,2000000000,1
0,313,0,,,0.3704,12,0,12,9,N,Y,N,L,1,L,0,0,0,3.99,2000000000,1
0,,0,,,,,,23,6,N,Y,N,L,0,L,0,0,0,3.99,2000000000,1
1,488,0,20.78,,,,,18,6,N,,N,M,0,,0,1,0,9.35,2000000000,1
0,628,0,,,,,,16,9,N,Y,N,L,1,M,0,0,0,9.35,2000000000,1
0,313,0,,,,,,10,9,N,Y,N,L,1,M,0,0,0,3.99,2000000000,1
0,600,0,-5.09,,,,,,,,,,,,,0,0,1,9.35,2000000000,1
0,600,0,-5.09,,,,,,,,,,,,,0,0,1,3.99,2000000000,1
1,393,0,,,,,,18,6,N,,N,M,0,,0,1,0,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,2000000000,3
0,345,0,,,,,0,24,7,N,Y,N,L,0,M,0,0,0,9.35,2000000000,1
0,345,0,,,,,0,24,7,N,Y,N,L,0,M,0,0,0,3.99,2000000000,1
1,286,0,,,0.15,25,,5,9,N,,,L,1,,0,0,0,3.99,2000000000,1
0,,0,,,,,,18,9,,,,L,1,,0,0,1,3.99,2000000000,1
0,240,0,,,,,,25,9,N,Y,,L,1,,0,0,1,9.35,2000000000,1
0,375,0,-43.68,,,,,21,5,,Y,N,M,0,L,0,0,0,9.35,2000000000,1
0,375,0,-43.68,,,,,21,5,,Y,N,M,0,L,0,0,0,3.99,2000000000,1
0,640,1,-41.04,,,,,16,6,,,,L,0,,0,0,1,3.95,2000000000,1
0,,0,-34.31,,,,0,16,5,N,Y,,M,0,,0,0,1,9.35,2000000000,1
0,,0,,,,,,14,8,N,Y,N,M,0,M,,,,5.9,2000000000,1
0,385,0,,,,,,10,9,N,Y,N,L,1,M,0,0,0,9.35,2000000000,1
0,385,0,,,,,,10,9,N,Y,N,L,1,M,0,0,0,3.99,2000000000,1
0,,0,,,,,0,20,10,N,Y,N,H,0,H,,,,3.99,2000000000,1
0,571,0,89.05,,,,,5,9,N,,N,L,0,,1,0,0,5.9,2000000000,3
0,378,0,-18.02,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,362,0,225.7,,0.8154,7,,9,10,,,,L,1,,0,0,0,3.99,2000000000,1
1,,0,,,,,,9,5,N,Y,,M,0,,0,0,0,9.35,2000000000,1
0,343,0,158,,0.3979,4,,,,,,,,,,0,0,0,3.95,2000000000,1
0,320,1,,,,,,15,6,N,Y,Y,L,0,M,0,1,0,9.35,2000000000,1
0,300,0,,,,,,22,10,N,Y,N,H,0,H,0,0,0,9.35,2000000000,1
1,730,0,-109.1,,0.5706,4,,9,5,N,Y,,M,0,,0,0,1,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,2000000000,3
0,,0,,,,,,17,10,N,,,H,0,,0,0,0,3.99,2000000000,1
0,760,0,1,,,,,12,5,N,Y,N,M,0,M,0,0,0,3.99,2000000000,1
0,360,0,,,,,,23,9,,,,L,1,,0,1,0,5.9,2000000000,1
0,360,0,,,,,,23,9,,,,L,1,,0,1,0,9.35,2000000000,1
0,,0,,,,,,16,9,N,Y,N,L,1,H,,,,10.1,2000000000,1
0,,0,6.81,,,,,,9,,,,L,1,,,,,3.99,2000000000,1
0,,0,,,,,0,16,8,N,Y,,L,0,,,,,10.1,2000000000,1
0,518,0,,,,,,4,10,N,,N,H,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,432,1,,,,,,20,9,N,Y,,L,1,,0,0,1,9.35,2000000000,1
0,,0,,,,,,8,8,N,Y,,L,0,,,,,3.99,2000000000,1
0,630,0,,,,,,20,9,N,Y,,L,1,,0,0,0,3.99,2000000000,1
0,1000,0,-112.4,,,,0,22,5,N,,N,M,0,M,0,0,0,3.99,2000000000,1
0,576,0,98.87,,,,0,14,10,N,Y,N,H,0,H,0,0,1,9.35,2000000000,1
0,297,0,,,,,,7,5,N,,,M,0,,0,0,0,9.35,2000000000,1
0,468,0,,,,,,8,9,N,,,L,1,,0,0,0,9.35,2000000000,1
0,730,0,263.6,,,,0,14,5,N,Y,,M,0,,0,0,1,10.1,2000000000,1
0,730,0,263.6,,,,0,14,5,N,Y,,M,0,,0,0,1,3.99,2000000000,1
0,179,0,-124,,0,32,,,,,,,,,,0,0,0,3.99,2000000000,1
1,372,1,-261.7,,0.0215,20,,18,9,N,,,L,1,,0,0,0,10.1,2000000000,1
0,297,0,,,,,,7,5,N,,,M,0,,0,0,0,3.99,2000000000,1
0,,0,,,,,,15,6,,,,L,0,,,,,9.35,2000000000,1
0,879,1,-3589,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,,0,,,,,0,12,6,N,,N,L,0,M,0,1,0,9.35,2000000000,1
1,259,0,71.57,,0,15,16,9,,,,,L,1,,0,1,0,3.95,2000000000,1
0,175,0,105.6,,0.5,7,0,17,6,N,,,L,0,,0,1,0,3.95,2000000000,1
0,279,1,170.3,,0.7917,5,0,10,7,N,Y,,L,0,,0,0,0,3.99,2000000000,1
0,435,1,-179.9,,,,,8,9,N,,,L,1,,0,0,0,9.35,2000000000,1
0,435,1,-179.9,,,,,8,9,N,,,L,1,,0,0,0,3.99,2000000000,1
0,471,1,-185,,,,,18,9,N,Y,Y,L,1,,0,1,0,9.35,2000000000,1
0,210,0,93.34,,,,,19,9,N,,,L,1,,0,0,1,3.99,2000000000,1
0,454,0,,,,,0,15,9,N,Y,N,L,1,H,0,0,0,9.35,2000000000,1
0,336,0,-100.7,,,,,12,9,,,,L,0,,0,0,1,3.99,2000000000,1
0,258,1,215.7,,,,,11,7,N,,,L,0,,0,0,1,9.35,2000000000,1
0,684,1,,,,,,11,7,N,,,L,0,,0,0,1,9.35,2000000000,1
0,353,0,159.4,,,,,13,9,N,Y,,L,0,,0,0,0,3.95,2000000000,1
0,2399,0,,,,,,,,,,,,,,0,1,0,3.99,2000000000,1
0,504,0,68.49,,,,,,9,,,,L,1,,0,0,1,9.35,2000000000,1
0,,0,-383.4,,,,,20,5,,Y,N,M,0,,0,1,0,3.99,2000000000,1
0,90,0,,,,,,13,9,N,Y,,L,0,,0,0,0,3.95,2000000000,1
0,240,0,,,,,,11,9,N,Y,,L,1,,0,0,1,3.95,2000000000,1
0,,0,29.02,,,,,21,5,N,,N,M,0,L,0,0,0,3.99,2000000000,1
0,1193,1,,,,,0,13,9,N,Y,,L,1,,0,0,0,9.35,2000000000,1
0,1193,1,,,,,0,13,9,N,Y,,L,1,,0,0,0,3.99,2000000000,1
0,360,0,-280.9,,0.0056,25,,,,,,,,,,0,0,1,3.99,2000000000,1
0,516,0,71.38,,,,,9,10,N,,N,H,0,,0,0,1,3.95,2000000000,1
0,516,0,71.38,,,,,9,10,N,,N,H,0,,0,0,1,10.1,2000000000,1
1,,0,,,,,,15,10,N,Y,N,H,0,M,0,0,0,9.35,2000000000,1
0,300,0,,,,,,21,9,N,,,L,1,,0,0,0,3.99,2000000000,1
0,2040,0,,,0.7097,2,,9,5,Y,Y,Y,M,0,H,0,0,1,3.99,2000000000,1
0,,0,,,,,,16,10,N,Y,N,H,0,M,,,,3.99,2000000000,1
0,,0,,,,,,15,9,N,,,L,1,,0,0,1,9.35,2000000000,1
0,,0,,,,,,15,9,N,,,L,1,,0,0,1,3.99,2000000000,1
0,510,0,60.47,,0.7845,1,0,6,5,N,Y,,M,0,,0,0,1,3.99,2000000000,1
0,535,0,34.15,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,875,0,,,,,,11,8,,Y,N,M,0,,0,0,0,5.9,2000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,396,0,28.94,,,,0,8,,N,,,,W,,0,0,1,9.35,2000000000,1
0,396,0,28.94,,,,0,8,,N,,,,W,,0,0,1,3.99,2000000000,1
0,280,0,,,,,,17,7,,,,L,0,,0,0,0,9.35,2000000000,1
0,280,0,,,,,,17,7,,,,L,0,,0,0,0,3.99,2000000000,1
1,604,0,,,0.403,3,,12,10,N,Y,N,H,0,L,1,0,0,10.1,2000000000,3
0,604,0,,,0.6648,,,12,10,N,Y,N,H,0,L,1,0,0,3.95,2000000000,3
0,259,0,,,,,,17,8,N,,,L,0,,0,0,1,3.99,2000000000,1
0,,0,,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,876,0,,,,,0,11,9,N,Y,Y,L,1,,0,0,0,9.35,2000000000,1
0,,0,,,,,0,15,9,N,Y,,L,1,,,,,10.1,2000000000,1
0,,0,0,,,,,,,,,,,,,,,,9.35,2000000000,3
0,,0,0,,,,,,,,,,,,,,,,3.99,2000000000,1
0,2905,0,85.69,,,,,,10,,,,H,0,,0,0,0,9.35,2000000000,1
0,500,0,,,,,0,11,9,N,Y,N,L,1,H,0,0,0,3.99,2000000000,1
1,,0,,,0.5077,2,0,10,9,N,,,L,1,,0,0,0,3.99,2000000000,1
0,,0,,,,,,,9,,,,L,1,,0,0,0,9.35,2000000000,1
0,396,0,,,,,0,8,,N,,,,W,,0,0,1,9.35,2000000000,1
0,396,0,,,,,0,8,,N,,,,W,,0,0,1,3.99,2000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,2000000000,3
0,,0,,,,,,,,,,,,,,,,,3.99,2000000000,1
1,454,0,-98.63,,0.1,10,0,22,9,N,Y,N,L,1,,0,1,0,9.35,2000000000,1
0,1680,1,43.72,,0.7959,3,,10,6,,Y,N,L,0,,0,0,1,9.35,2000000000,1
0,,0,,,,,,10,6,,Y,N,L,0,,,,,10.1,2000000000,1
0,744,0,184.5,,,,,16,5,N,Y,N,M,0,L,0,0,0,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,2000000000,3
0,,0,,,,,,,,,,,,,,,,,3.99,2000000000,1
0,528,0,,,0.49,8,,14,10,N,Y,N,H,0,H,0,0,0,3.95,2000000000,1
0,276,0,,,,,,,,,,,,,,0,1,0,5.9,2000000000,1
0,,0,,,,,,9,6,N,,,L,0,,,,,10.1,2000000000,1
0,345,0,568.6,,0.7154,3,,12,10,N,,N,H,0,L,0,0,1,3.99,2000000000,1
1,751,1,342.4,,0.4496,6,,8,9,,,,L,0,,0,1,1,3.95,2000000000,1
0,420,0,,,,,,13,8,N,Y,,L,0,,0,0,0,3.99,2000000000,1
0,1440,0,,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,484,0,,,,,0,15,7,N,Y,,M,0,,0,0,1,3.99,2000000000,1
0,325,1,2.84,,,,,9,7,N,Y,,L,0,,0,1,0,3.95,2000000000,1
0,700,0,,,,,,13,9,,Y,N,L,1,,0,0,0,3.99,2000000000,1
0,,0,,,,,,2,7,N,,,L,0,,,,,3.99,2000000000,1
0,248,0,73.31,,,,,18,9,,,,L,0,,0,0,0,5.9,2000000000,1
0,426,0,,,,,,12,7,N,,,L,0,,0,0,0,9.35,2000000000,1
1,332,0,-65.74,,0.9286,7,,6,9,N,,Y,L,1,,0,1,0,9.35,2000000000,1
0,300,0,,,,,,25,8,N,Y,,L,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,0,14,4,N,Y,N,M,0,L,0,0,0,9.35,2000000000,1
0,483,0,,,,,,17,9,N,Y,N,L,1,L,0,0,0,3.99,2000000000,1
0,286,0,,,,,,12,8,N,Y,,L,0,,0,0,0,3.99,2000000000,1
0,300,0,7.94,,0.1538,11,,16,6,N,Y,,M,0,,0,0,0,3.99,2000000000,1
1,420,0,,,,,,9,9,N,,N,L,0,,0,1,0,9.35,2000000000,1
1,759,0,-1034,,0.6513,6,,13,3,N,Y,N,H,0,,0,0,0,3.95,2000000000,2
0,577,0,,,,,,7,3,N,Y,Y,H,0,,0,0,1,3.99,2000000000,1
0,,0,,,,,,,8,N,,,L,0,,,,,5.9,2000000000,1
0,999,0,,,0.45,11,,12,10,,Y,N,H,0,,0,0,0,3.99,2000000000,1
0,322,0,,,,,,12,9,N,Y,,L,1,,0,0,0,9.35,2000000000,1
0,286,0,,,,,,15,9,N,Y,N,L,0,M,0,0,0,3.95,2000000000,1
0,1157,0,20,,0.28,8,,,,,,,,,,0,0,0,3.95,2000000000,1
0,366,0,,,,,,6,9,N,Y,Y,L,1,M,0,1,0,9.35,2000000000,1
1,332,0,,,,,,6,9,N,,Y,L,1,,0,1,0,9.35,2000000000,1
0,725,0,131.4,,,,,19,10,N,Y,N,H,0,L,0,0,0,3.99,2000000000,1
0,366,0,,,0.3973,,,6,9,N,Y,Y,L,1,M,0,1,0,9.35,2000000000,1
0,240,0,-208.5,,0.0141,26,,,,,,,,,,0,0,0,3.99,2000000000,1
0,261,0,,,,,,10,9,,Y,N,L,1,,0,0,0,3.99,2000000000,1
0,463,0,-1.27,,,,,9,9,,,,L,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,,11,10,N,Y,N,H,0,H,0,0,0,3.99,2000000000,1
0,384,0,,,,,,8,8,N,,N,L,0,M,0,0,0,3.99,2000000000,1
0,702,0,,,,,,9,9,N,Y,,L,1,,0,0,0,3.99,2000000000,1
0,590,0,,,,,,16,8,,,N,M,0,,0,0,0,3.99,2000000000,1
0,,0,,,,,,23,9,N,,N,L,1,M,0,0,0,3.99,2000000000,1
0,,0,,,,,,23,9,N,,N,L,1,M,0,0,0,9.35,2000000000,1
0,246,0,,,,,0,20,9,N,Y,,L,0,,0,0,0,9.35,2000000000,1
0,435,0,,,,,,11,7,N,,,L,0,,0,0,0,9.35,2000000000,1
0,552,0,,,0,28,20,9,,N,,,L,1,,0,0,0,3.99,2000000000,1
0,429,0,124.4,,0.4915,10,,10,5,N,Y,,M,0,,0,0,0,9.35,2000000000,1
1,429,0,124.4,,0.4915,10,,10,5,N,Y,,M,0,,0,0,0,3.99,2000000000,1
0,,0,,,,,,16,7,N,,,M,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,,16,7,N,,,M,0,,0,0,0,3.99,2000000000,1
1,,0,,,,,,13,7,N,Y,,L,0,,0,0,0,9.35,2000000000,1
1,429,0,,,,,,10,5,N,Y,,M,0,,0,0,0,3.99,2000000000,1
0,246,0,,,,,0,20,9,N,Y,,L,0,,0,0,0,9.35,2000000000,1
0,,0,436.1,,0.6111,14,,11,7,,Y,N,L,0,,0,0,0,3.99,2000000000,1
0,,0,,,,,,14,8,,,,L,0,,,,,3.95,2000000000,1
0,,0,,,,,,14,8,,,,L,0,,,,,9.35,2000000000,1
0,,0,,,,,,10,5,N,,N,M,0,M,,,,9.35,2000000000,3
0,264,0,695.9,,,,,19,7,N,Y,,M,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,,13,9,N,,,L,1,,,,,3.99,2000000000,1
1,773,0,138.8,,0.6667,14,,13,9,N,Y,Y,L,1,H,1,0,0,9.35,2000000000,3
0,288,0,-58.87,,,,,15,9,,,,L,1,,0,0,1,9.35,2000000000,1
0,451,0,-84.1,,,,0,14,8,N,Y,,L,0,,0,0,1,9.35,2000000000,1
1,773,0,,,,,,13,9,N,Y,Y,L,1,H,1,0,0,9.35,2000000000,3
0,,0,,,,,,,,,,,,,,,,,3.95,2000000000,1
0,,0,,,,,,3,7,,,,L,0,,0,0,0,9.35,2000000000,1
0,246,0,-298,,,,,18,7,N,,,L,0,,0,1,0,5.9,2000000000,1
0,,0,,,,,,12,10,N,,N,L,1,,0,0,0,9.35,2000000000,1
0,564,0,,,0.9231,4,0,8,7,N,Y,,L,0,,0,0,0,3.99,2000000000,1
0,438,0,,,,,,16,9,N,,,L,0,,0,0,0,9.35,2000000000,1
0,300,1,-13.96,,,,,16,7,,,,L,0,,0,1,1,3.95,2000000000,1
0,408,0,,,,,,11,9,,,,L,0,,0,0,1,3.99,2000000000,1
0,210,0,1.85,,,,,13,9,,,,L,0,,0,0,0,9.35,2000000000,1
0,1404,0,,,,,,5,10,,Y,N,H,0,,0,1,0,3.99,2000000000,1
0,535,0,,,,,,14,5,N,,,M,0,,0,1,0,9.35,2000000000,1
0,,0,,,,,,13,2,,,N,M,0,L,0,0,0,3.99,2000000000,1
0,1107,0,,,,,,21,7,,Y,N,L,0,,0,0,1,9.35,2000000000,1
1,,0,,,0.5833,2,,16,9,N,,,L,1,,0,1,0,9.35,2000000000,1
0,379,1,101.9,,,,,14,9,N,Y,N,L,1,L,0,0,1,9.35,2000000000,1
0,379,1,101.9,,,,,14,9,N,Y,N,L,1,L,0,0,1,3.99,2000000000,1
0,,0,,,,,0,10,7,N,,,L,0,,0,0,0,9.35,2000000000,1
0,905,0,,,0.5,7,15,4,,N,Y,N,H,0,,1,0,0,10.1,2000000000,3
1,905,0,,,0.5,7,15,4,,N,Y,N,H,0,,1,0,0,9.35,2000000000,3
0,307,1,,,,,,6,9,,Y,N,L,1,,0,0,1,3.99,2000000000,1
1,,0,-506.1,,0.9667,2,,,9,,,,L,1,,0,1,1,9.35,2000000000,1
0,1107,0,395.7,,,,,21,7,,Y,N,L,0,,0,0,1,9.35,2000000000,1
0,303,0,-16.36,,,,,16,9,,Y,N,L,0,L,0,0,1,3.99,2000000000,1
1,429,1,-44.73,,0.3714,14,,2,9,N,Y,N,L,1,M,0,1,0,3.95,2000000000,1
0,,0,,,,,,,9,,Y,Y,L,0,,,,,10.1,2000000000,1
0,,0,-7.04,,,,,26,10,N,Y,N,L,1,M,,,,3.95,2000000000,1
0,845,0,43.39,,,,,10,5,N,,N,M,0,H,0,0,1,3.99,2000000000,1
0,,1,76.72,,,,0,7,9,N,Y,,L,0,,0,0,0,3.95,2000000000,1
0,,1,76.72,,,,0,7,9,N,Y,,L,0,,0,0,0,9.35,2000000000,1
0,510,0,166.7,,,,,,,,,,,,,0,0,1,9.35,2000000000,1
0,456,0,,,,,,11,9,,,,L,1,,0,1,0,9.35,2000000000,1
0,593,0,-9.05,,0.4073,6,,11,9,,,,L,1,,0,1,0,9.35,2000000000,1
0,490,0,378.2,,,,,14,10,N,Y,N,H,0,M,0,0,1,9.35,2000000000,1
0,264,0,-48.55,,,,,,,,,,,,,0,1,0,10.1,2000000000,1
0,307,0,,,,,0,20,10,N,Y,N,H,0,M,0,0,1,9.35,2000000000,1
0,307,0,,,,,0,20,10,N,Y,N,H,0,M,0,0,1,3.99,2000000000,1
0,390,0,,,,,,23,9,,,,L,1,,0,0,0,9.35,2000000000,1
1,390,0,,,,,,23,9,,,,L,1,,0,0,0,3.99,2000000000,1
0,342,0,-138.6,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,342,0,,,,,,,,,,,,,,0,0,0,3.99,2000000000,1
0,312,0,,,,,,10,9,N,Y,,L,0,,0,0,1,3.99,2000000000,1
0,405,1,,,,,,,,,,,,,,0,0,1,9.35,2000000000,1
0,179,0,,,,,,9,5,,,,M,0,,0,0,0,3.99,2000000000,1
0,300,0,-48.14,,0,18,,,,,,,,,,0,0,0,3.95,2000000000,1
1,390,0,-5.1,,0.6355,6,,,,,,,,,,0,0,0,9.35,2000000000,1
0,214,0,,,,,,,,,,,,,,0,0,0,9.35,2000000000,1
0,,0,,,0.8,4,0,10,9,N,,,L,1,,,,,9.35,2000000000,1
0,892,0,-31.97,,,,,15,5,N,Y,,M,0,,0,0,0,9.35,2000000000,1
0,,0,,,,,,18,2,N,,N,M,0,L,,,,3.99,2000000000,1
1,941,0,,,,,0,18,9,N,,N,L,1,L,1,0,1,9.35,2000000000,3
0,,0,0,,,,,27,5,N,,,M,0,,0,1,0,9.35,2000000000,1
0,,0,,,,,0,10,9,N,,,L,1,,,,,9.35,2000000000,1
0,635,0,-57.7,,,,,10,9,N,Y,N,L,0,,0,0,1,3.99,2000000000,1
0,,0,,,,,,19,9,,,,L,1,,0,0,0,9.35,2000000000,1
0,,0,,,,,,19,9,,,,L,1,,0,0,0,3.99,2000000000,1
1,298,1,-360.4,,0.3692,4,,11,7,N,,,L,0,,0,0,1,3.99,2000000000,1
0,165,1,16.59,,,,0,6,7,N,Y,,L,0,,0,0,1,3.99,2000000000,1
0,448,0,-135.8,,,,,19,9,N,,,L,0,,0,0,0,9.35,2000000000,1
0,448,0,-135.8,,,,,19,9,N,,,L,0,,0,0,0,3.99,2000000000,1
0,892,0,15.25,,,,,15,5,N,Y,,M,0,,0,0,0,3.99,2000000000,1
0,,0,-174.9,,,,,,,,,,,,,,,,9.35,2000000000,3
0,365,0,-27.28,,,,,,,,,,,,,0,0,1,3.99,2000000000,1
0,,0,,,,,,,,,,,,,,,,,9.35,2000000000,3
1,941,0,,,0.5923,16,0,18,9,N,,N,L,1,L,1,0,1,9.35,2000000000,3
0,,0,,,,,,12,8,,,,L,0,,0,0,0,10.1,2000000000,1
0,,0,,,,,,12,8,,,,L,0,,0,0,0,9.35,2000000000,1
0,571,0,,,,,,11,5,,Y,N,M,0,,0,0,0,10.1,2000000000,1
0,,0,,,0.285,8,,,,,,,,,,,,,3.95,2000000000,1
0,,0,,,0.285,8,0,12,6,N,Y,N,L,0,,,,,3.99,2000000000,1
0,459,0,0,,,,0,22,7,N,Y,,L,0,,0,0,0,9.35,2000000000,1
0,,0,-3132,,,,,,10,,,,H,0,,0,1,1,3.99,2000000000,1
0,535,0,,,,,,14,,N,,,,W,,0,0,0,3.99,2000000000,1
0,1200,1,,,,,,,,,,,,,,0,0,1,3.99,2000000000,1
0,956,0,,,,,0,20,9,N,,N,L,1,L,0,0,0,9.35,2000000000,1
0,956,0,,,,,0,20,9,N,,N,L,1,L,0,0,0,3.99,2000000000,1
0,985,1,71.95,,0.1425,16,0,13,9,N,Y,,L,1,,0,0,1,3.99,2000000000,1
0,243,0,,,,,,13,6,N,Y,N,M,0,M,0,0,0,3.99,2000000000,1
0,1200,1,377.8,,,,,,,,,,,,,0,0,1,9.35,2000000000,1
0,1200,1,377.8,,,,,,,,,,,,,0,0,1,3.99,2000000000,1
0,770,0,,,,,,9,6,N,Y,N,L,0,M,0,0,1,9.35,2000000000,1
0,,0,,,,,,,,,,,,,,0,1,0,9.35,2000000000,1
0,309,0,,,0.6688,7,0,7,9,N,Y,Y,L,1,M,0,0,0,3.99,2000000000,1
0,120,0,,,,,,16,9,,,,L,1,,0,0,0,3.99,2000000000,1
0,573,0,,,0.4178,9,0,7,7,N,Y,,L,0,,0,0,0,3.95,2000000000,1
0,430,0,,,,,,10,7,N,,,M,0,,0,0,0,3.95,2000000000,1
0,,0,,,,,,12,8,N,,,L,0,,0,0,0,9.35,2000000000,1
